,Review text,Ratings
460,Good productREAD MORE,5
461,This is really nice as I use this for a long time and particularly from this seller - BPTLREAD MORE,5
462,GoodREAD MORE,5
463,Original productREAD MORE,5
464,Good priduct qualityREAD MORE,5
465,Good productREAD MORE,5
466,Not badREAD MORE,4
467,"Very worst product, each shuttle not lasting for a single matchREAD MORE",1
468,Very nice productREAD MORE,5
469,GoodREAD MORE,4
470,This price segment one of the best shuttle by Yonex I'm used this product last 4year experience best this segment ☺️READ MORE,5
471,"These are fake shuttles, and didn't even last a day, each shuttle was broken in the same manner, the bottom cork kept breaking without even damaging the skirt or without any notable wear and tear caused while playing.READ MORE",1
472,Super productREAD MORE,5
473,SuperREAD MORE,5
474,received original quality..durability is pretty good.. got original Mavis 350 ..thanksREAD MORE,5
475,Attrocious.  Product was not worth.  Please avoid selling such item to sustain in market.READ MORE,1
476,The product although satisfies it's quality.READ MORE,5
477,Good qualityREAD MORE,5
478,OkayREAD MORE,4
479,Durable productREAD MORE,5
480,Quality not adequateREAD MORE,1
481,Good onesREAD MORE,5
482,Nice shuttleREAD MORE,4
483,Best produce 100% genuineREAD MORE,5
484,GoodREAD MORE,5
485,"Mavis 350 shuttlecock is best but the product i received was not original. Maybe this is the fault of the supplier. We could play one or two games (basic, intermediate) using one shuttlecock but with the original shuttlecock we could play a 10 15 match. So be careful when you are buying.READ MORE",1
486,Very good productREAD MORE,5
487,"Worst quality, i never expected this from Flipkart.READ MORE",1
488,GoodREAD MORE,5
489,Genuine shuttles and hence trusted sellerREAD MORE,5
490,Very geniune product and more durable thanks for flipkartREAD MORE,5
491,Original shuttles ni doubtREAD MORE,5
492,Great dealREAD MORE,5
493,Good productREAD MORE,5
494,Very Good for daily use. If price was around 500. It would have been goodREAD MORE,3
495,Quality of the shuttle is comes downREAD MORE,3
496,Very nice productREAD MORE,5
497,GoodREAD MORE,5
498,Great comboREAD MORE,5
499,GoodREAD MORE,5
500,ExcellentREAD MORE,5
501,Worst Quality it's not the fault of Yonex but this hera pheri is done by Flipkart facility centre it's fare with costumer it's loss of time and moneyREAD MORE,1
502,"Good Product.  Thanks, flipkart, for fastest deliveryREAD MORE",5
503,The product was with low quality. Waste of moneyREAD MORE,1
504,Super quality and worth for moneyREAD MORE,5
505,We always prefer this one 🏸READ MORE,5
506,Product is goodREAD MORE,5
507,Very good quality.READ MORE,5
508,"The shuttles was excellent , many are thinking that the shuttles which we are buying can be develivered as a duplicate ones but they are real.READ MORE",5
509,Really goodREAD MORE,5
510,Good 👍🏻READ MORE,5
511,SuperREAD MORE,5
512,GoodREAD MORE,5
513,GoodREAD MORE,5
514,It is original one and one day delivery within 24hrsREAD MORE,4
515,It will become damaged after two gamesREAD MORE,3
516,Nice but 10game after loose corkREAD MORE,5
517,GoodREAD MORE,5
518,GoodREAD MORE,4
519,Not goodREAD MORE,1
520,GoodREAD MORE,3
521,"After 2 ,3 games it is spinningREAD MORE",3
522,GoodREAD MORE,4
523,It's not good..READ MORE,2
524,NiceREAD MORE,5
525,Very goodREAD MORE,5
526,GoodREAD MORE,5
527,Nice not goodREAD MORE,3
528,BadREAD MORE,1
529,SuperbREAD MORE,4
530,GoodREAD MORE,4
531,As usual best in marketREAD MORE,5
532,Excellent shuttles for intermediate players in indoorREAD MORE,5
533,Quality of this product become poor when we buying from flipkart...nit recommendedREAD MORE,2
534,NiceREAD MORE,5
535,Worst qualityREAD MORE,1
536,GoodREAD MORE,4
537,Worth of CostREAD MORE,5
538,SuparREAD MORE,5
539,GoodREAD MORE,4
540,best in marketREAD MORE,5
541,It is very good product it is better than other Yonex suttle in the range of 1100 aproxREAD MORE,5
542,Good qualityREAD MORE,5
543,GoodREAD MORE,4
544,Nice good QualityREAD MORE,5
545,Good productREAD MORE,5
546,Excellent productREAD MORE,5
547,Good sbuttle's👍🏻READ MORE,5
548,Good but delivery date is lateREAD MORE,5
549,"Product are good only, but we received the stocks ,which is 3-4 month befor manufactured.READ MORE",3
550,Great product. Timely deliveryREAD MORE,5
551,GoodREAD MORE,5
552,The bestREAD MORE,5
553,Best qualityREAD MORE,5
554,My daughter is happy n dilivary  boy behavior is very goodREAD MORE,5
555,Very Light Weight compare to offline productsREAD MORE,2
556,Very good qualityREAD MORE,4
557,NiceREAD MORE,4
558,good productREAD MORE,5
559,Good oneREAD MORE,5
560,"The mavis 350 nylon shuttle quality is poor, it lost its shape within two matches of playREAD MORE",1
561,Fantastic Product and Absolutely amazed by the pricing of this and the speedy delivery within 2 days to my doorstep.😃READ MORE,5
562,AwesomeREAD MORE,5
563,Nice product good quality some pics are very slowREAD MORE,3
564,NiceREAD MORE,5
565,Very nice shuttleREAD MORE,5
566,GoodREAD MORE,4
567,Very goodREAD MORE,4
568,Very goodREAD MORE,1
569,Ok goodREAD MORE,5
570,Good to playREAD MORE,5
571,Nice productREAD MORE,4
572,Not badREAD MORE,2
573,Value for money bad productREAD MORE,2
574,It lasted only 2 3 hours of play.READ MORE,3
575,GoodREAD MORE,5
576,GoodREAD MORE,5
577,Good productREAD MORE,5
578,NiceREAD MORE,5
579,Good playREAD MORE,5
580,Good qualityREAD MORE,5
581,Good productREAD MORE,5
582,Good qualityREAD MORE,5
583,Very nice must buy..READ MORE,5
584,Faster than the shuttle I bought from shop. Getting spoilt in an hour game and all shots go out of court.READ MORE,3
585,Good productREAD MORE,5
586,Not the best...READ MORE,3
587,ExcellentREAD MORE,5
588,Good productREAD MORE,4
589,Shuttle getting damaged in a single gameREAD MORE,2
590,It's niceREAD MORE,4
591,Superb ❤️❤️👌READ MORE,5
592,Fine for play but costlyREAD MORE,5
593,Very goodREAD MORE,5
594,The bottoms of the corks are having lot of holes and which are easily get damaged after 3 to 4 matchesREAD MORE,1
595,Product is not good qualityREAD MORE,3
596,Fast delivery and price low cost I am very happy to buy this itemREAD MORE,5
597,Valueable product...READ MORE,5
598,Nice productREAD MORE,5
599,I got original product. We play between intermediate and advance level. 7 days have passed still we are using the first shuttle from the barrel.  A single shuttle can last for around 10-15 days ( 1hr game daily). I am satisfied with the product and it's durability. We play on a outdoor cement  court.READ MORE,5
600,Very goodREAD MORE,5
601,Very nice productREAD MORE,5
602,Not good not bring money WestREAD MORE,1
603,Very nice goodREAD MORE,5
604,Nice for intermediate levels not suit6for begginersREAD MORE,4
605,AwesomeSuper Fantastic satalREAD MORE,5
606,Power playREAD MORE,5
607,Awesome productREAD MORE,5
608,Long lifeREAD MORE,5
609,"Counterfeit product, not playable after 3 games. Worst qualityREAD MORE",1
610,SuperREAD MORE,5
611,GoodREAD MORE,5
612,Worth of moneyREAD MORE,4
613,Super 👍👍👍READ MORE,4
614,Orignal shuttle...loved it 👍READ MORE,5
615,This is the worsted products I have received from FlipkartREAD MORE,1
616,Quality and durability is very worst.READ MORE,1
617,Best product👍READ MORE,5
618,Old stockREAD MORE,1
619,Good productREAD MORE,4
620,"Durable, slow And even flightREAD MORE",4
621,GoodREAD MORE,5
622,GoodREAD MORE,5
623,SuperREAD MORE,5
624,So badREAD MORE,2
625,SuparREAD MORE,5
626,It is worst I play one day and it is broken.READ MORE,4
627,Very bad quality shuttles. The bottom part comes off in just one game.READ MORE,1
628,"Very very bad quality. The Yonex Mavis 350 shuttle cork is so bad, we have never got a cork before this, we don't even get a game, it is such a bad cork. All 3 corks in a box are pulled together.READ MORE",1
629,Good oneREAD MORE,4
630,Very bad qualityREAD MORE,1
631,Very bad qualityREAD MORE,1
632,goodREAD MORE,5
633,Excellence one....READ MORE,5
634,Yonex Mavis 350 is the best shuttles😊 from the other shuttles because the flight of the mavis 350 is very good👍 and i love this product 🤗READ MORE,4
635,Best :)READ MORE,5
636,"The shuttle lasts up to 10-15 days, below satisfactory.READ MORE",2
637,Very worst. Quality is very bad. Only one two games the head separated. Totally waste of money.READ MORE,1
638,Quality not goodREAD MORE,2
639,Excellent productREAD MORE,5
640,"It's good Shuttle, You can go for it.READ MORE",5
641,GoodREAD MORE,4
642,NiceREAD MORE,4
643,original shuttleREAD MORE,5
644,FineREAD MORE,5
645,Good 👍READ MORE,5
646,Very goodREAD MORE,4
647,good dealREAD MORE,5
648,Good productREAD MORE,4
649,Good productREAD MORE,5
650,Quickly damaged the wingsREAD MORE,2
651,Very badREAD MORE,1
652,Good productREAD MORE,4
653,GoodREAD MORE,3
654,Shuttle quality is worst. Usually a mavis 350 shuttle will last for 2 days based on our play. But this shuttle lasting for only one day. Worst boxes.READ MORE,1
655,Good qualityREAD MORE,4
656,This is good for beginners.READ MORE,5
657,Nice delivery boy  good behavior thanks flipkartREAD MORE,5
658,Product is new and quality is excellent as usualREAD MORE,5
659,Wonderful 💖💖💖💖 thank you Utpal daREAD MORE,5
660,Nice oneREAD MORE,5
661,SuperREAD MORE,5
662,Very good product 😊READ MORE,5
663,Nice productREAD MORE,4
664,GoodREAD MORE,3
665,Nice productREAD MORE,4
666,goodREAD MORE,4
667,niceREAD MORE,5
668,Very goodREAD MORE,4
669,Very poor qualityREAD MORE,1
670,Worst stock it has broken with in two gamesREAD MORE,4
671,NiceREAD MORE,3
672,Bad qualityREAD MORE,1
673,Very nice shuttleREAD MORE,5
674,Very poor quality.. Dont buy again..READ MORE,1
675,Very bad 350 Nylon Shuttle.only one match life span.READ MORE,1
676,SuperREAD MORE,5
677,Best shuttle for outdoor badminton.READ MORE,5
678,Simply Super 👌READ MORE,5
679,WorrestREAD MORE,2
680,GoodREAD MORE,5
681,nice productREAD MORE,5
682,Product was to fast moving. Wastage of moneyREAD MORE,1
683,Nice product 👍👍READ MORE,5
684,Quality is too poorREAD MORE,4
685,Good productREAD MORE,5
686,Good qualityREAD MORE,5
687,Not badREAD MORE,3
688,WonderfulREAD MORE,5
689,Very goodREAD MORE,5
690,Worst productREAD MORE,1
691,Quality is poor.READ MORE,3
692,Good one and on time delivery..READ MORE,5
693,SupportREAD MORE,5
694,Nice productREAD MORE,5
695,Very niceREAD MORE,5
696,Very goodREAD MORE,5
697,GoodREAD MORE,4
698,GoodREAD MORE,5
699,One sound is workingREAD MORE,5
700,Original stuff.Else you know about 350.READ MORE,5
701,Good productREAD MORE,5
702,Good productREAD MORE,4
703,GoodREAD MORE,5
704,very good productREAD MORE,5
705,Nice productREAD MORE,5
706,Quality of the product is too bad Don't waste the moneyREAD MORE,1
707,GoodREAD MORE,5
708,GoodREAD MORE,4
709,Very expensive and not good quality... So dont buyREAD MORE,1
710,GoodREAD MORE,5
711,Good quality but can be betterREAD MORE,4
712,"The shuttles I received were fake and literally broke off within 1 weeks of usage . Every time we took out a new shuttle from the box, it looked new but broke off within a game or two max.READ MORE",1
